event_id,trip_id,label,event_start,event_peak,event_end,confidence,annotator,notes,created_at,pipeline_version
166,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326030.3100002,1776326030.41,1776326030.51,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
167,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326034.7050002,1776326034.71,1776326034.715,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
168,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326109.985,1776326110.02,1776326110.0549998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
169,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326115.775,1776326115.81,1776326115.8449998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
170,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326122.3049998,1776326122.36,1776326122.415,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
171,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326131.55,1776326131.56,1776326131.57,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
172,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326208.735,1776326208.8,1776326208.8649998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
173,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326288.09,1776326288.1,1776326288.11,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
174,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326429.88,1776326429.91,1776326429.94,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
175,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326599.265,1776326599.27,1776326599.275,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
176,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326601.935,1776326601.99,1776326602.045,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
177,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326627.9650002,1776326628.03,1776326628.0949998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
178,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326628.9450002,1776326629.01,1776326629.0749998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
179,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326696.345,1776326696.35,1776326696.3549998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
180,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326704.985,1776326704.99,1776326704.995,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
181,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326721.255,1776326721.3,1776326721.3449998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
182,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326732.1,1776326732.14,1776326732.18,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
183,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326738.8450005,1776326738.9,1776326738.955,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
184,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326745.1150002,1776326745.22,1776326745.3249998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
185,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326755.4550002,1776326755.47,1776326755.485,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
186,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326767.3300002,1776326767.38,1776326767.43,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
187,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326770.77,1776326770.87,1776326770.9699998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
188,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326799.22,1776326799.26,1776326799.3,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
189,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326804.1250002,1776326804.17,1776326804.215,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
190,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326837.8650002,1776326837.94,1776326838.015,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
191,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326841.77,1776326841.8,1776326841.83,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
192,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326853.5,1776326853.59,1776326853.6799998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
193,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326863.015,1776326863.09,1776326863.1649995,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
194,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326904.15,1776326904.26,1776326904.37,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
195,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326910.8400002,1776326910.89,1776326910.94,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
196,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326914.75,1776326914.79,1776326914.83,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
197,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326924.42,1776326924.49,1776326924.56,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
198,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326926.8300002,1776326926.88,1776326926.93,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
199,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326931.745,1776326931.82,1776326931.8949995,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
200,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326949.515,1776326949.53,1776326949.5449998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
201,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326962.775,1776326962.81,1776326962.8449998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
202,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326965.985,1776326966.05,1776326966.1149998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
203,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776327037.565,1776327037.72,1776327037.875,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
204,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776327069.6650002,1776327069.7,1776327069.735,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
205,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776327113.5900002,1776327113.69,1776327113.79,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
206,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776327120.555,1776327120.59,1776327120.6249998,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
207,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776327139.6250002,1776327139.7,1776327139.775,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
208,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776327144.3150003,1776327144.41,1776327144.505,1.0,manual,,2026-05-09 23:19:29,05_pipeline_experiment
130,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325438.63,1776325438.73,1776325438.83,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
131,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325440.9400003,1776325441.15,1776325441.36,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
132,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325442.1,1776325442.28,1776325442.4599998,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
133,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325447.5950005,1776325447.63,1776325447.665,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
134,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325450.9,1776325450.99,1776325451.08,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
135,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325466.5700002,1776325466.68,1776325466.79,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
136,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325473.025,1776325473.08,1776325473.1349998,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
137,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325479.05,1776325479.12,1776325479.1899998,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
138,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325492.11,1776325492.21,1776325492.31,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
139,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325499.45,1776325499.55,1776325499.65,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
140,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325502.27,1776325502.32,1776325502.37,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
141,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325520.11,1776325520.21,1776325520.31,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
142,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325579.3000002,1776325579.48,1776325579.6599998,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
143,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325633.8750002,1776325633.88,1776325633.885,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
144,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325636.3000002,1776325636.4,1776325636.5,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
145,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325657.2150002,1776325657.23,1776325657.245,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
146,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325690.205,1776325690.26,1776325690.315,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
147,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325695.6850002,1776325695.73,1776325695.775,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
148,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325705.7,1776325705.77,1776325705.84,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
149,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Pothole,1776325707.42,1776325707.56,1776325707.6999998,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
150,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325715.545,1776325715.57,1776325715.5949998,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
151,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,1776325719.975,1776325720.02,1776325720.0649998,1.0,manual,,2026-05-11 14:22:33,05_pipeline_experiment
