event_id,time_s,lat,lon,peak_vertical,peak_vertical_g,peak_gyro_mag,speed_mean,event_duration,vert_jrk,num_peaks_accel,num_peaks_gyro,peak_interval_mean,peak_interval_std,asymmetry_score,vertical_energy,gyro_energy,accel_to_gyro_ratio,local_duration,top2_peak_ratio,duration_above_threshold,max_jerk,peak_to_peak,fft_high_low_ratio,zcr,kurtosis,skewness,gyro_pitch_energy,gyro_roll_energy,gyro_yaw_energy,gyro_pitch_roll_ratio,score,priority,level,suggested_label,suggested_raw_label,suggested_kind,suggestion_confidence,suggestion_rule,suggestion_reason,needs_review,label,notes,maps_link
2062,1779869095.67,-6.8319396,109.5104442,14.411126762282663,1.4695259606779751,2.388907544345257,0.035135996,0.059999942779541016,464.19291793304694,2,3,0.7200000286102295,0.0,0.8412091510124426,3279.516975465648,349.2071212251657,9.391323277052306,0.7200000286102295,0.2401047329824262,0.059999942779541016,464.19291793304694,25.622523551407625,0.0022419559202876667,0.13432835820895522,5.199356680919973,0.4290136218023107,55.64499743943088,219.84637973219435,73.71574405354049,0.25310854449414283,0.9018135362393142,high,candidate,Pothole,Pothole,event,0.6757212666370521,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 68%),True,,,"https://www.google.com/maps?q=-6.8319396,109.5104442"
247,1779784425.44,-6.8957385,109.4109002,-25.32770993611142,-2.5827076459454985,5.299416898015291,7.42802,0.029999971389770508,948.165087744454,3,5,0.4099999666213989,0.03999984264373779,0.6249359713126806,5132.896927417814,650.3923782150694,7.892000416137236,0.8199999332427979,0.47534326654149145,0.029999971389770508,948.165087744454,37.1678334058369,0.009173547165003333,0.12935323383084577,7.800526335172432,-0.756751417923882,60.795589561375394,509.78742317478554,79.80936547890845,0.11925674639735923,0.8861885752346573,high,high_conf,Pothole,Pothole,event,0.98,R10,Extreme shock (55.1 m/s²) + Low Pitch/Roll Ratio (0.1) → Pothole,False,,,"https://www.google.com/maps?q=-6.8957385,109.4109002"
1655,1779867868.57,-6.8734709,109.4492701,19.8436662569606,2.0234908207145765,2.1652202677950148,5.6369514,0.08999991416931152,503.6531349210464,2,5,0.7400000095367432,0.0,0.5892900336776217,5582.095004217689,438.3327540220247,12.734834301710372,0.7400000095367432,0.14366915775601236,0.08999991416931152,503.6531349210464,32.74413692676266,0.004121658772924942,0.07960199004975124,4.983419699913421,0.7318978752475489,85.77310075680732,253.69325632343063,98.86639694178677,0.3380976761532774,0.8655447788012249,high,high_conf,Pothole,Pothole,event,0.7769402047542371,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 78%),True,,,"https://www.google.com/maps?q=-6.8734709,109.4492701"
1644,1779867838.0,-6.8755696,109.4488843,-17.104108008267556,-1.7441336244556047,4.631925697634511,9.336167,0.04999995231628418,689.9747237692047,3,6,0.24500000476837158,0.014999985694885254,0.722860312226235,2351.3211512155303,762.0677651353569,3.0854489006137724,0.49000000953674316,0.3525373432477424,0.04999995231628418,689.9747237692047,26.709775942154558,0.02098901283539208,0.0945273631840796,12.338717862057932,-1.2105445266972354,67.58992524569804,588.1555191444702,106.32232074518885,0.11491845767101828,0.8229726393270456,high,candidate,Pothole,Pothole,event,0.7536095575202586,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 75%),True,,,"https://www.google.com/maps?q=-6.8755696,109.4488843"
259,1779784464.07,-6.8974559,109.4107264,-23.081522263768896,-2.353660247257616,2.725657873108116,8.347358,0.059999942779541016,675.8190903615312,3,4,0.29499995708465576,0.014999985694885254,0.48828382805167836,3555.4615518447727,278.1510012046486,12.782486935743107,0.5899999141693115,0.3300227357973669,0.059999942779541016,675.8190903615312,26.166947643044644,0.00480100879515212,0.12935323383084577,14.196255163035822,-1.155057930966272,39.26412657282886,200.54985941372084,38.3370152180989,0.1957823679948199,0.8008552052164781,high,high_conf,Speed Bump,Speed Bump,event,0.6929203716255581,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 69%),True,,,"https://www.google.com/maps?q=-6.8974559,109.4107264"
1167,1779866131.86,-6.831354,109.4624343,14.469265304282198,1.4754544420655573,1.9235609292260545,1.0613484,0.059999942779541016,575.7323712465288,1,5,0.0,0.0,0.23255334559986116,9322.647213038206,449.81725120833823,20.725410524539665,0.1,0.0,0.059999942779541016,575.7323712465288,30.9048518821305,0.0012412364123911093,0.0945273631840796,0.18943669649873485,0.5206601497219285,32.05546624151067,382.25504642343606,35.50673854339151,0.08385884361129656,0.7934135091881152,high,candidate,Pothole,Pothole,event,0.7732524643792387,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 77%),True,,,"https://www.google.com/maps?q=-6.831354,109.4624343"
498,1779785408.64,-6.9047714,109.4068349,-20.673012302103864,-2.1080605815547475,2.4064059390899746,10.512854,0.04999995231628418,637.1912371977078,2,4,0.2799999713897705,0.0,0.5218715552700622,3147.020137099482,276.7777904264594,11.370204671698357,0.2799999713897705,0.4597722025777382,0.04999995231628418,637.1912371977078,25.709568623738996,0.005720711615968123,0.05970149253731343,9.687348978783856,-1.297790425415029,34.75616990406107,159.81511917005716,82.20650135234115,0.21747735675496466,0.7802134836192833,high,high_conf,Speed Bump,Speed Bump,event,0.5849673513315893,ML_Ensemble(RF+XGB)_LOW_CONF,"ML ragu-ragu (Conf: 58%), pakai tebakan terbaik ML",True,,,"https://www.google.com/maps?q=-6.9047714,109.4068349"
1390,1779866779.88,-6.8473187,109.4343031,-22.639377498243622,-2.308574028668671,2.034983098324862,9.738131,0.059999942779541016,788.9009022505097,2,1,0.9500000476837158,0.0,0.5319180538087765,4398.492272719044,1003.3307434237981,4.383890653370789,0.9500000476837158,0.28932944943405986,0.059999942779541016,788.9009022505097,29.41764855563624,0.009318238289017245,0.09950248756218906,9.606875853567928,-0.7813347771585453,107.17246519746682,655.3658521638406,240.792426062491,0.1635307434467048,0.777832712723703,high,high_conf,Pothole,Pothole,event,0.6688759034938367,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 67%),True,,,"https://www.google.com/maps?q=-6.8473187,109.4343031"
4696,1780723543.31,-6.9800795,110.4063869,-19.777435033414505,-2.0167371154690446,1.431182323721613,6.1752963,0.029999971389770508,640.6480061326513,2,4,0.42999982833862305,0.0,0.6416458526556221,3449.411411578708,269.3609908808015,12.805905515469561,0.42999982833862305,0.5412196529508816,0.029999971389770508,640.6480061326513,29.92796089734901,0.004110386268543742,0.08955223880597014,5.373986262209792,-1.2753180203157188,33.158041243317854,207.94376745938203,28.25918217810168,0.15945676799540479,0.7671012235384588,high,high_conf,Speed Bump,Speed Bump,event,0.7640087225618647,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 76%),True,,,"https://www.google.com/maps?q=-6.9800795,110.4063869"
1391,1779866782.76,-6.8473187,109.4343031,-16.2515597083377,-1.6571978920770807,4.6012946071112015,9.738131,0.039999961853027344,497.1209085930775,3,6,0.4099999666213989,0.13999998569488525,0.22348753888363979,3103.447337507755,723.9501024770782,4.286824910449117,0.8199999332427979,0.25022986223017735,0.039999961853027344,497.1209085930775,22.814384204155115,0.0076767296257862815,0.11442786069651742,6.2123026888314286,-0.17331691951312936,64.50362178368202,572.9113938971808,86.53508679621532,0.11258917584499842,0.7630502630500919,high,candidate,Pothole,Pothole,event,0.7146592339005684,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 71%),True,,,"https://www.google.com/maps?q=-6.8473187,109.4343031"
